Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,I would like XXXX to remove the filing as it creates a burden of impairment and does not promote equality in the social economic venue of personal contracts and unalienable rights devoted to the consumer account violation of the following with consent to remove from the consumer is willful intent to injure and neglect the following complain under 15 usc 1608 fair credit accuracy and purpose,,"EQUIFAX, INC.",FL,XXXXX,,Consent provided,Web,2024-08-10,Closed with explanation,Yes,,9797022
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",MD,20708,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9870252
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,,"EQUIFAX, INC.",PA,19003,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9869878
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",NY,10469,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9869842
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,,"EQUIFAX, INC.",NY,14428,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9837061
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",GA,30088,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9887696
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,,"EQUIFAX, INC.",TX,75034,,Other,Web,2024-08-10,Closed with non-monetary relief,Yes,,9887679
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,76119,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9769797
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681.

15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years.

15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",AL,35020,,Consent provided,Web,2024-08-10,Closed with explanation,Yes,,9794493
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,90247,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,10149932
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,90302,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9769730
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,"EQUIFAX, INC.",GA,31315,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9887789
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,,"EQUIFAX, INC.",LA,70075,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9887461
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",FL,34211,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9870126
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",GA,30088,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,10196578
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,"EQUIFAX, INC.",TX,78705,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,10198552
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",LA,70807,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,10168906
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",TX,77072,,Other,Web,2024-08-10,Closed with explanation,Yes,,9796543
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",CA,90063,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9888128
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NC,27597,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9771995
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Credit monitoring or identity theft protection services,Problem canceling credit monitoring or identify theft protection service,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,78758,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9769640
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",CA,93720,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9887584
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",TX,77583,Servicemember,Other,Web,2024-08-10,Closed with explanation,Yes,,9795545
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,,"EQUIFAX, INC.",CA,93550,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,10233939
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,"In compliance with the Fair Credit Reporting Act and as a gesture of respect to the Federal Trade Commission Committee on accuracy and completeness of credit information I am formally writing in today to dispute negative information appearing on my credit. This incorrect information is greatly hindering me from getting the credit score I deserve and hopefully, this letter will resolve all the issues on my credit. I demand to see Verifiable Proof ( an original Consumer Contract with my Signature on it ) of these items. Your failure to positively verify these accounts and inquiries has hurt my ability to obtain credit.",,"EQUIFAX, INC.",NY,11365,,Consent provided,Web,2024-08-10,Closed with explanation,Yes,,9796357
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",VA,22102,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,10233945
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",WA,98391,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9855994
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,AZ,85226,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9772743
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,,"EQUIFAX, INC.",CA,90292,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,10198444
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,PA,18466,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9770282
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,91405,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9870429
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",PA,19082,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9887649
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",GA,30088,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9888111
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",AZ,85226,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,10233920
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NY,12077,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9772767
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",FL,33404,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9887476
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,LA,70816,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9772039
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",CA,92104,,,Web,2024-08-10,Closed with non-monetary relief,Yes,,9887397
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",FL,34654,,Other,Web,2024-08-10,Closed with non-monetary relief,Yes,,9794115
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Old information reappears or never goes away,,,"EQUIFAX, INC.",FL,33313,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9887793
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,"EQUIFAX, INC.",NY,11204,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9836525
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,A credit card account was reported on my credit which I have no knowledge of,,"EQUIFAX, INC.",FL,33709,,Consent provided,Web,2024-08-10,Closed with explanation,Yes,,9796383
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",NY,11203,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9869880
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,34654,,Other,Web,2024-08-10,Closed with explanation,Yes,,9794346
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",IL,60649,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9836437
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Problem with personal statement of dispute,"Im submitting a complaint to you today to inform you I was the victim of identity theft. I researched on how to remove the fraudulent accounts in my report and found that I need to visit FEDERAL TRADE COMMISION or https : //www.ftc.gov to file a report and Per FCRA section 605b Credit Reporting Agencies are required to remove any accounts listed on an id theft report. Please find the ATTACHED documents to assist in the blocking of the erroneous information which is being posted to my report. 
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,30328,,Consent provided,Web,2024-08-10,Closed with explanation,Yes,,9773427
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,91786,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9758257
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",PA,17603,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,10155708
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,33179,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9887708
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",OH,44143,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9836774
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,,"EQUIFAX, INC.",CA,95112,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,9836782
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,77450,,Consent not provided,Web,2024-08-10,Closed with non-monetary relief,Yes,,10155712
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"To Whom It May Concern at XXXX, XXXX and Transunion, I am writing to express my deep concern over XXXX, XXXX, Transunion furthermore known as "" the XXXX bureaus '' failure to investigate my mailed-in disputes, resulting in a violation of my rights under the Fair Credit Reporting Act ( FCRA ). I have received a response letter from "" the XXXX bureaus '' indicating that my mailed-in dispute request "" does not appear to have been sent directly by [ me ] or to be authorized by [ me ], '' which is not only inaccurate but also constitutes a failure to investigate my disputes as required by the FCRA. 
Let me be clear : I have never used a credit repair company or any third party to submit disputes on my behalf. I am the sole author and sender of each dispute I submit to "" the XXXX bureaus '', and I have provided notarized documentation along with identification to prove my identity. There should be no ambiguity regarding the legitimacy of my mailed-in disputes. 
According to FCRA 611 ( a ) ( 1 ) ( A ), if a consumer disputes the accuracy or completeness of information in their credit report, the credit reporting agency must conduct a free reinvestigation to determine whether the disputed information is inaccurate. "" The XXXX bureaus '' refusal to investigate my mailed-in disputes on the grounds that they "" do not appear to have been sent directly by [ me ] '' is a clear violation of this provision. 
"" The XXXX bureaus '' ongoing practice of sending letters that delay the investigation process by questioning the authenticity of my disputes is unacceptable and constitutes a significant breach of my rights under the FCRA. By failing to conduct a timely and thorough investigation into my disputes, "" the XXXX bureaus '' is causing unnecessary delays, which impacts my creditworthiness and financial well-being. 
I demand that "" the XXXX bureaus '' promptly address this issue by : XXXX. Opening and investigating every mailed-in dispute that I submit upon receipt. 
XXXX. Stopping the practice of sending letters that question the legitimacy of my disputes without valid grounds. 
XXXX. Complying with FCRA regulations that mandate the investigation of disputes submitted by consumers. 
If "" the XXXX bureaus '' fails to comply with these demands and continues to violate my rights under the FCRA, I will take further action, including but not limited to filing complaints with the Consumer Financial Protection Bureau ( CFPB ) and pursuing legal remedies to enforce my rights. 
Thank you for your immediate attention to this matter. I expect a response confirming that "" the XXXX bureaus '' has corrected its practices and will properly investigate my mailed-in disputes in accordance with FCRA requirements. 
Sincerely, XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",FL,33313,,Consent provided,Web,2024-08-10,Closed with explanation,Yes,,9794379
2024-08-10,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",CT,06517,,Consent not provided,Web,2024-08-10,Closed with explanation,Yes,,9756082
