Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2024-12-07,Checking or savings account,Checking account,Problem caused by your funds being low,Non-sufficient funds and associated fees,"Crimes occurred XX/XX/year> to XX/XX/year> I am a victim of identity theft and fraud. A man, posing as a USAA bank security representative, called me while using a phone number registered with USAA. Gaining my trust, he then contacted my bank, USAA, pretending to be me. This deceitful scheme allowed him to hack into my account. He charged unauthorized purchases to my USAA debit and credit cards, submitted applications for two consumer loans in my name, and drained all the funds from each of my accounts, leaving me with devastating financial consequences. He used : XXXX, XXXX, XXXX XXXX and XXXX to commit the crimes. 

Names used to commit fraud : XXXX XXXX XXXX XXXX XXXX The crime has taken : {$10000.00} checking and Savings combined {$13000.00} credit card charges 2 Consumer loans {$13000.00} {$3000.00}",Company has responded to the consumer and the CFPB and chooses not to provide a public response,UNITED SERVICES AUTOMOBILE ASSOCIATION,GA,30228,Servicemember,Consent provided,Web,2024-12-07,Closed with monetary relief,Yes,,11066963
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NJ,07104,,Consent not provided,Web,2024-12-07,Closed with non-monetary relief,Yes,,11053311
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MD,21202,,Consent not provided,Web,2024-12-07,Closed with explanation,Yes,,11066587
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"XXXX XXXX XXXX XXXX XXXX XXXX. XXXX XXXX XXXX XXXX, IN XXXX XX/XX/year> CFPB, Subject : Dispute of Multiple Inaccurate Items on all XXXX of My Credit Report ( XXXX, Equifax and XXXX ) To Whom It May Concern : I am writing to dispute multiple inaccuracies on my credit report under my rights outlined in the Fair Credit Reporting Act ( FCRA ). These accounts were reported without my authorization and must be investigated. Below are the details of each disputed account : XXXX. Account Name : XXXX XXXX / XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX Account not mine nor have I done business with this creditor. This account is on my report XXXX  times with the same information.My information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. XXXX : XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX  / XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX Account not mine nor have I done business with this creditor. This `account is posted on my report twice. My information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX  XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX OF XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 
XXXX. Account Name : XXXX XXXX XXXX  / XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX / XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXXXXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX  XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX  XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 
XXXX. Account Name : XXXX XXXX Account not mine nor have I done business with this creditor. This account is on my report XXXX. My information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. XXXX XXXX XXXX XXXX XXXX  XXXX Account not mine nor have I done business with this creditor. This is on my report multiple times. Seems as though the original creditor sold and bought the debt to report multiple times. My information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXXXXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX  XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. XXXX XXXX XXXX / XXXX This Creditor has reported multiple times for the same accounts under different derivatives of their name.Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 
XXXX. Account Name : XXXX XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX / XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX ll XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXXXXXX This Creditor has reported multiple times for the same accounts under different derivatives of their name.Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 



XXXX. Account Name : XXXX XXXX XXXX XXXXXXXX This Creditor has reported multiple times for the same accounts under different derivatives of their name.Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

Public Records : XXXX XXXX Bankruptcy : Discharged. Reporting appears unauthorized. 

XXXX  XXXX Bankruptcy : Dismissed. Reporting appears unauthorized. 


Issues : These public records do not meet the FCRA requirements for permissible reporting and should be removed. 



Requested Actions : XXXX. Investigate the disputed accounts listed above and provide validation or evidence supporting their inclusion in my credit reports. 


XXXX. Remove any unverifiable, inaccurate, or unauthorized entries immediately. 


XXXX. Ensure compliance with FCRA requirements, including compensatory measures for any violations. 



Attached Documents : A copy of my credit report with highlighted disputed items. 

Identification documents for verification. 


Please respond with the results of your investigation within 30 days, as required by law. 

Thank you for your prompt attention to this matter. 

Sincerely, XXXX XXXX XXXX XXXX XXXX",,"EQUIFAX, INC.",IN,464XX,,Consent provided,Web,2024-12-07,Closed with non-monetary relief,Yes,,11069931
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,,CAPITAL ONE FINANCIAL CORPORATION,NY,11420,,Consent not provided,Web,2024-12-07,Closed with explanation,Yes,,11069553
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX. 
XXXX Ca XXXX XXXX XXXX Date : XXXX XXXX XXXX XXXX XXXX XXXX XXXX, MI XXXX Dear Sir/Madam, Re : Request for Account Information I am writing in reference to the above-mentioned account, which is reported on my credit report as a profit and loss write off, I would like to clarify that I am not disputing the accuracy of the account at this time. However, I am requesting the following information to better understand the timeline of the account : 1. The date of the first delinquency for this account.

2. The date the last payment was made on this account.

3. The date of the charge-off of this account.

Please provide this information at your earliest convenience. You may send the details to the address listed above or contact me via phone or email if further clarification is required.

Thank you for your prompt attention to this matter. 

Sincerely, XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,94591,,Consent provided,Web,2025-01-08,Closed with explanation,Yes,,11067477
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,11420,,Consent not provided,Web,2024-12-07,Closed with non-monetary relief,Yes,,11064837
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,76541,Servicemember,Consent not provided,Web,2024-12-07,Closed with non-monetary relief,Yes,,11064602
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MS,39341,,Consent not provided,Web,2024-12-23,Closed with explanation,Yes,,11052676
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect,"Name : XXXX XXXX XXXX XXXX : XX/XX/XXXX XXXX Contents of this complaint : This CFPB complaint has been filed to request pursuant of FCRA Section 605B ( 15 U.S.C Section 1681c-2 ) that you, the Equifax credit reporting agency, block information appearing on my consumer credit report that is the result of identity theft and fraud within 4 business days of you receiving this complaint. This fraudulent, inaccurate, and false information consists of the following inquiries XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX These accounts have resulted in several hard inquiries and fraudulent collections appearing on my consumer FICO credit report. I have listed these fraudulent accounts that are on the report that is being maintained by you. I do not recognize the aforementioned accounts, collections, or hard inquiries as reported. The aforementioned accounts, collections, and hard inquiries appearing on my consumer credit report that is being maintained by you were not opened, made, or initiated by me. All of the aforementioned accounts, collections, and hard inquiries are the result of identity theft and fraud. I have attached a copy of FTC Identity Theft Criminal Complaint # XXXX as proof from the US Federal Trade Commission that all of the aforementioned consumer credit accounts, collections, and hard inquiries are the result of identity theft and fraud.",,"EQUIFAX, INC.",FL,33130,,Consent provided,Web,2024-12-07,Closed with explanation,Yes,,11069576
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,11420,,Consent not provided,Web,2024-12-07,Closed with explanation,Yes,,11064695
2024-12-07,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"XXXX XXXX XXXX XXXX XXXX XXXX. XXXX XXXX XXXX XXXX, IN XXXX XX/XX/year> CFPB, Subject : Dispute of Multiple Inaccurate Items on all XXXX of My Credit Report ( XXXX, XXXX and Transunion ) To Whom It May Concern : I am writing to dispute multiple inaccuracies on my credit report under my rights outlined in the Fair Credit Reporting Act ( FCRA ). These accounts were reported without my authorization and must be investigated. Below are the details of each disputed account : XXXX. Account Name : XXXX XXXX / XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ).

XXXX. Account Name : XXXX XXXX XXXX Account not mine nor have I done business with this creditor. This account is on my report XXXX  times with the same information.My information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. AccountName : XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX/ XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX Account not mine nor have I done business with this creditor. This `account is posted on my report twice. My information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX  XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX  XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 
XXXX. Account Name : XXXXXXXX XXXX XXXX XXXX XXXXXXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX  XXXX / XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX  XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ).

XXXX. Account Name : XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXXXXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXXXXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 
XXXX. Account Name : XXXX XXXX Account not mine nor have I done business with this creditor. This account is on my report twice. My information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. XXXX XXXX XXXX XXXX  / XXXX Account not mine nor have I done business with this creditor. This is on my report multiple times. Seems as though the original creditor sold and bought the debt to report multiple times. My information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX  XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX  XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. XXXX XXXX XXXX / XXXX This Creditor has reported multiple times for the same accounts under different derivatives of their name.Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 
XXXX. Account Name : XXXX XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX / XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX ll XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

XXXX. Account Name : XXXX XXXX XXXX XXXXXXXX This Creditor has reported multiple times for the same accounts under different derivatives of their name.Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 



XXXX. Account Name : XXXX XXXX XXXX XXXXXXXX This Creditor has reported multiple times for the same accounts under different derivatives of their name.Account not mine nor have I done business with this creditor. my information has been in multiple data breaches. Request debt validation with all lawful requirements. 
Issue : Unauthorized reporting without my consent under FCRA Section 605 ( b ). 

Public Records : XXXX XXXX  Bankruptcy : Discharged. Reporting appears unauthorized. 

XXXX XXXX Bankruptcy : Dismissed. Reporting appears unauthorized. 


Issues : These public records do not meet the FCRA requirements for permissible reporting and should be removed. 



Requested Actions : XXXX. Investigate the disputed accounts listed above and provide validation or evidence supporting their inclusion in my credit reports. 


XXXX. Remove any unverifiable, inaccurate, or unauthorized entries immediately. 


XXXX. Ensure compliance with FCRA requirements, including compensatory measures for any violations. 



Attached Documents : A copy of my credit report with highlighted disputed items. 

Identification documents for verification. 


Please respond with the results of your investigation within XXXX  days, as required by law. 

Thank you for your prompt attention to this matter. 

Sincerely, XXXX XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IN,464XX,,Consent provided,Web,2024-12-07,Closed with non-monetary relief,Yes,,11064857
