Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,94608,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262329
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,30331,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263065
2024-12-25,Debt collection,Other debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,Company keeps harassing with emails about a debt I have no clue about.,,CL Holdings LLC,FL,33311,,Consent provided,Web,2024-12-25,Closed with explanation,Yes,,11262604
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,75181,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263353
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,I recently check my credit report i noticed that i've been victim of identity theft and found numerous credit inquiries i have no knowledge of these inquries that i've found : XXXXXXXX XXXX XXXX XXXX XXXX XXXXXX/XX/year>. XXXX XXXX XXXX XXXX XXXX. Please remove the fraudulent inquiries from my credit report,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MA,02149,,Consent provided,Web,2024-12-25,Closed with explanation,Yes,,11260167
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IA,50701,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11264212
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,30909,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11260858
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,30318,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11260246
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,30141,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11260870
2024-12-25,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,,,"National Credit Systems,Inc.",TX,77077,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263788
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",MD,21801,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11259509
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Credit monitoring or identity theft protection services,Didn't receive services that were advertised,"Date : XXXX XXXX XXXX XXXXXX/XX/XXXX at XXXX Subject : TransUnion XXXX XXXX XXXX Case Number XXXX - Credit Restoration To : TransUnion XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Hello VP of Transunion XXXX XXXXXXXX XXXX XXXXXXXX XXXX purchased TransUnion XXXX XXXX years back with 100 % full identity theft restoration services. Yet unfortunately, I've still been hampered by identity theft and stolen event issues on my credit report, which have become significant barriers to moving forward. These identity theft stolen event issues are covered under the identity theft insurance at {$34.00} per month or {$340.00} per year ( plus tax ). Despite this, I find myself grappling with unresolved identity theft issues, compounded by discriminatory practices within the system as identity theft issues have escalated impacting my daily transactions and ability to obtain new credit e.g. my XXXX Bank application was recently declined due to an incomplete credit file. They told me to fix the identity theft issues and reapply later. In addition, an emergency ambulatory medical collection was put on my credit report, after my family was targeted and assaulted after leaving a XXXX ; and the driver was able to avoid jail time ( XXXX ) after violating 18 US Code Section 1389 on an honorable Veterans dependents. Years prior, to the injustices in XXXX XXXX XXXX, a driver tried to hit me with a vehicle off XXXX XXXX XXXX XXXX CA - vehicular manslaughter attempt in broad daylight as I was trying to get my mail- the male driver attempted twice to try and hit me with the grey station wagon and I saw a XXXX XXXX  directing him to do so across XXXX XXXX parked at the Bank. I received a weird chain letter ( attached ) as well a XXXX address fraud letter which I reported to the USPS XXXX XXXX Prior to all of this the identity theft stemmed from when my purse was stolen, at a New York XXXX XXXX XXXX which contributed significantly to identity theft issues. - all of my credit cards, checks, student and military ID, GOES pass, everything was in my purse which was under the passenger side seat of my XXXX XXXX XXXX males got out of a XXXXXXXX XXXX XXXX, broke into my vehicle and drove off. XXXX was bold enough to use my XXXX card to purchase himself cigarettes and an expensive watch. I reported the GOES pass theft to XXXX. I filed the XXXX. However these actions which should have resolved my identity theft years ago have been ongoing XXXX to present. My family has been severely harmed by terrorism campaigns, vandalism to real estate, my vehicle vandalized. Attacks to my retail transactions and I have filed numerous FTC complaints. Scammers sending me unwanted threatening text messages. I have been sent highly triggering, disturbing racketeering emails to my XXXX which violate Can-Spam ( XXXX have been received just this month ) and I filed numerous FCC complaints which did not help. I have been sent racketeering emails from hotels. Impersonators have used my information at XXXX, a XXXX company called XXXX, I have been sent threatening marketing about death, XXXX, life insurance policies that I never applied for and even someone attempted to get an XXXX XXXX  in my name. I have also dealt with XXXX violations at Veteran Affairs which I reported to the XXXX at VA, XXXX accessing my XXXX  Veteran medical records. Given these circumstances and my ongoing investment in identity theft insurance, I am requesting the removal of the detrimental identity theft harms from my credit report. I believe I over qualify for restoration, and I request for your urgent attention to rectify this situation. It is concerning that, despite my diligence in protecting my identity and my commitment to addressing these issues through formal channels, I continue to face barriers that undermine my financial stability and overall well-being. The negative impacts of these unresolved matters extend beyond mere credit scores ; and request you to consider the gravity of my sensitive and life threatening situation. The compounded effects of identity theft I have faced over the years, demand a serious approach to restoring my identity and integrity. I seek to have these negative harms removed/deleted and request that you share the corrected and completed file with XXXX and TransUnion to ensure that such injustices do not continue to affect my family in the future. 

I demand the immediate deletion of inaccurate and fraudulent information on my credit report and to stop the ongoing, unauthorized charges related to your Restoration Services. Despite providing you with all necessary documentation over the years and clearly identifying the accounts that are both fraudulent and outdated, you have failed to remove these items from my credit report and are continuing to charge me {$34.00} per month ( or {$340.00} per year ) for services that have not been rendered. 

-- -- -- -- The accounts in question should have been removed under federal law : Fraudulent accounts resulting from identity theft occurred when my purse was stolen. The thief used XXXX XXXX  XXXX XXXX ( BofA ) card to purchase cigarettes and a watch, and XXXX confirmed that the thief was caught on camera at a liquor store. This account should have been deleted from my credit report years ago. I have been back and forth with XXXX XXXX XXXX XXXX XXXX ( XXXX ) as well regarding stolen identity events and I am done with their toxic, deceptive and discriminatory tactics as well. This situation amounts to XXXX practices and harassment. Additionally, XXXX is fully aware that my vehicle was vandalized in a hate-motivated terrorism campaign. Keeping these accounts on my credit report is intentionally obstructing my ability to obtain loan approval and move away from a toxic situation - stuck since XX/XX/XXXX to present with my dependents. The failure to act has led me to conclude that TransUnion is systematically and intentionally preventing me from moving forward, impeding my ability to improve my financial standing. I believe these actions represent not only an unjust violation of the laws of the land but also potentially politically motivated hate and deceptive practices designed to harm my financial well-being. 

Several discrepancies, including fraudulent accounts and outdated negative items, have harmed my creditworthiness; preventing me from obtaining credit - most recently I was denied credit by XXXX XXXX, XXXX and XXXX XXXX. Despite my previous efforts to bring these issues to your attention, these inaccuracies remain unresolved. The continued presence of these items on my report has directly contributed to a credit denials. This is not only a violation of my rights under the Fair Credit Reporting Act ( FCRA ), but it has also caused significant harm to my financial well-being. 

I am also requesting the immediate removal of my personal information from all illegal blacklists and fraudulent databases associated with my identity. As a victim of identity theft, my personal data has been misused and included in illegal dark list, hit list, watch list and unauthorized blacklists which have negatively impacting my financial standing and credit, in violation of the Equal Credit Opportunity Act ( XXXX ), which provides for penalties of up to {$25000.00} per violation - I have been violated for years. I am demanding the immediate removal of all inaccurate and fraudulent accounts from my credit report, in compliance with the Fair Credit Reporting Act ( FCRA ) and my rights as a victim of identity theft. Under the FCRA, the penalties include up to {$1000.00} per violation, plus actual damages for any harm caused by the violation, such as denial of credit and emotional distress. Additionally, punitive damages may apply, up to {$500000.00} or 1 % of the companys net worth. Furthermore, accounts older than 7 years, as per the FCRA, should have been deleted but remain. I trust you will act swiftly and in accordance with the law to correct these injustices. I expect the inaccurate items to be deleted from my report immediately. You are taking my money and failing to take any action to resolve these issues. I have been dealing with these discriminatory and deceptive practices for years, and enough is enough.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,XXXXX,Servicemember,Consent provided,Web,2024-12-26,Closed with non-monetary relief,Yes,,11260175
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,60409,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262500
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,76106,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262739
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,33578,,Consent not provided,Web,2024-12-25,Closed with non-monetary relief,Yes,,11261395
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,90028,,,Web,2024-12-25,Closed with explanation,Yes,,11261456
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MN,55435,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263645
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,60452,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11260268
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,PA,19142,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263952
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,KS,66109,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262659
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,33150,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263318
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,MI,48035,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11261864
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,"In accordance with the Fair Credit Reporting Act Section 611 ( 15 U.S.C. 1681I ), I am practicing my right to challenge questionable information that I have found on my personal credit report. I do not consent, authorize, nor benefit from the inquiry reporting on my consumer report. I DEMAND IMMEDIATE DELETION AND REMOVAL OF THE INQUIRY FROM MY CONSUMER REPORT!!! 

INQUIRY XXXX XXXX XXXX XXXX XXXX  INQUIRY DATE : XX/XX/year> XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,PA,19141,,Consent provided,Web,2024-12-26,Closed with explanation,Yes,,11260141
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,32907,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262619
2024-12-25,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,,,"National Credit Systems,Inc.",FL,32730,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11260658
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,60473,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11264174
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,93230,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263453
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report,"ALL REPORTED DATA MUST BE COMPLETE, CORRECT, AND PROVEN IF CHALLENGED. I DO NOT GRANT YOUR AUTHORITY TO REPORT VERSUS ME WITHOUT ADEQUATE COMPLIANCE OF STATE AND FEDERAL LAWS BEING APPLICABLE THROUGHOUT. AS SUCH I DEMAND DELETION IMMEDIATELY OF YOUR DECLARED CLAIMS AGAINST ME. PER COMMON LAW, YOU ARE DEMANDED TO DEMONSTRATE THAT YOU CAN AND HAVE WILLINGNESS TO ABSOLUTELY VERIFY AND VALIDATE ( OR JUST SAY ''CERTIFICATE '' ) EVERY AND XXXX EVEN EACH ANY AND OR ALL ALLEGATIONS YET PHYSICALLY DEFICIENT OR ALL ALLEGATIONS YET PHYSICALLY DEFICIENT OR UNPROVEN MINE, XXXX.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,XXXXX,,Consent provided,Web,2024-12-25,Closed with explanation,Yes,,11263409
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,32825,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262672
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,78155,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262312
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,"In accordance with the Fair Credit Reporting act. The List of accounts below has violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 

15 U.S.C 1681 section 602 A. States I have the right to privacy. 

15 U.S.C 1681 Section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years. 

15 U.S.C. 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency if the person knows or has reasonable cause to believe that the information is inaccurate.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,30344,,Consent provided,Web,2024-12-25,Closed with explanation,Yes,,11260707
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,75082,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11261165
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,60643,,Consent not provided,Web,2024-12-25,Closed with non-monetary relief,Yes,,11262125
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,77069,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262000
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Investigation took more than 30 days,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,78626,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262275
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,31061,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11261391
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,SC,29223,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11260716
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,"ACCORDING TO 15 USC 1681I - EXPERIAN, XXXX, AND XXXX HAVE 30 DAYS TO INVESTIGATE AND SEND ME THE RESULTS. 

In accordance with the Fair Credit Reporting act. These accounts violated my federally protected consumer rights to privacy and confidentiality under 15 USC 1681. 




XXXX XXXXXXXX XXXX XXXX XXXXXXXX 15 U.S.C 1681 section 602 A. States I have the right to privacy.

15 U.S.C 1681 section 604 A Section 2 : It also states a consumer reporting agency can not furnish a account without my written instructions 15 U.S.C 1681c. ( a ) ( 5 ) Section States : no consumer reporting agency may make any consumer report containing any of the following items of information Any other adverse item of information, other than records of convictions of crimes which antedates the report by more than seven years.

15 U.S.C 1681s-2 ( A ) ( 1 ) A person shall not furnish any information relating to a consumer to any consumer reporting agency of the person knows or has reasonable cause to believe that the information is inaccurate.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,92630,,Consent provided,Web,2024-12-25,Closed with explanation,Yes,,11263260
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,PR,00959,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11264418
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,60638,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262328
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,30309,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263046
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,30349,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263252
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NC,28304,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263367
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,LA,70346,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11262906
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NV,89115,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263311
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,PA,191XX,,Other,Web,2024-12-25,Closed with explanation,Yes,,11261681
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,77058,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11261192
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,PR,00936,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263826
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,PA,19153,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11263533
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,75189,,Consent not provided,Web,2024-12-25,Closed with explanation,Yes,,11260693
2024-12-25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,OH,455XX,,Other,Web,2024-12-25,Closed with explanation,Yes,,11261728
