Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,33579,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11158525
2024-12-14,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt was paid,My personal information has been compromised in a 2024 data breach.,Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,MA,010XX,,Consent provided,Web,2024-12-14,Closed with explanation,Yes,,11153275
2024-12-14,Credit card,General-purpose credit card or charge card,Trouble using your card,Can't use card to make purchases,"I have a Concora. Credit card, called milestone card, anywhere i tried to use it, the card gets declined, the only purchase I made was at a gas station nothing else was approved, I cant use it at XXXX, or XXXX, or XXXX XXXX, XXXX, however when I got the card, it had XXXX on it, they gave me a XXXX dollar charge that dropped my credit to XXXX dollar.I have to wait 24 hours before I can use it again, and no US support I only get people who are in foreign countries.",,"CLGF Holdco 1, LLC",FL,32305,,Consent provided,Web,2024-12-14,Closed with monetary relief,Yes,,11154100
2024-12-14,Prepaid card,General-purpose prepaid card,Problem with a purchase or transfer,Card company isn't resolving a dispute about a purchase or transfer,"yesterday XXXX a company claiming to be PNC Bank offered me a loan by phone a Hardship loan which I have been applying for and being PNC Bank I knew they were local so I bought their story, went to my bank and ran it past them they thought it was legit so I went ahead and did their process by text and phone call instructions to purchase an XXXX XXXX gift card and then send them all the information to pay for the necessary insurance. Attached are the gift card both sides and the receipt for same and my bank statement going back to a transaction the hacking frauds returned. Today I went to PNC Bank when my {$5000.00} was not in the bank and discovered it was all fraud, so I went to my bank and did their process and I filed a complaint with the sherriff 's department. I contacted XXXX  the issuer of the card they are attempting to recover the charges placed on the card, my bank is willing to help me one person says I will owe {$360.00} and the other person says "" We will handle it for you ''. If there's anything else you need feel free to contact me the toll free number if you call it they answer PNC Bank it's XXXX ( XXXX ) XXXX. I also have an extensive chat transcript with all the instructions they gave but I can't figure out how to attach it",,PNC Bank N.A.,IN,46514,,Consent provided,Web,2024-12-14,Closed with explanation,Yes,,11154782
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,"I am filing this complaint to demand accountability for the blatant disregard of my rights by the credit bureaus, who have willfully ignored their obligations under the Fair Credit Reporting Act ( FCRA ), specifically 15 U.S.C. 1681c-2, Section 605B. As a documented victim of a data breach, with proof of compromised personal information, I provided the required evidence and formal identity theft report to have fraudulent entries removed from my credit file. Despite my compliance, the bureaus have refused to block the inaccurate information, resulting in severe damage to my financial standing and personal reputation. This is a clear and unlawful violation of consumer protections, and I demand immediate corrective action by the Consumer Financial Protection Bureau ( CFPB ). If these egregious violations are not addressed promptly, I am fully prepared to initiate litigation to hold the bureaus accountable and recover full damages for the harm inflicted upon me.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,770XX,,Consent provided,Web,2024-12-14,Closed with explanation,Yes,,11154369
2024-12-14,Debt collection,Auto debt,Threatened to contact someone or share information improperly,Talked to a third-party about your debt,,,United PanAm Financial Corp.,PA,19153,Servicemember,Consent not provided,Web,2024-12-14,Closed with explanation,No,,11158386
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,10457,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11153734
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",VA,23234,,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11152797
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Public record information inaccurate,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,60617,,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11143847
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Public record information inaccurate,"XX/XX/year> I sent a letter to the bankruptcy court asking if they sent any information to any credit bureau agencies on information on me and they responded with a letter on XX/XX/year> clearly saying they do not and did not send any information pertaining to a bankruptcy to any credit report agencies. The information pertaining to XXXX, XXXX, XXXX and XXXX and all credit reporting agencies are in accurate, false and misleading. It is hurting my credit score and damaging me commercial.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",OH,452XX,,Consent provided,Web,2025-03-13,Closed with non-monetary relief,Yes,,11144257
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,77531,Servicemember,Consent not provided,Web,2024-12-15,Closed with explanation,Yes,,11157333
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,32548,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11158123
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,,"EQUIFAX, INC.",CA,91342,,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11157647
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,"XXXX XXXX  Changed from a charge off, to 22 late payments and is in direct violation of the law. You can't go from charge off to open status without valid information. Even so I have not received statements 21 days prior to the reporting of 22 late days 15 U.S.Code 1681 ( 2Xi ) 15 U.S.Code $ 1666b 12 CFR 1026.13 Remove the account from my consumer report.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NC,27107,Servicemember,Consent provided,Web,2024-12-14,Closed with explanation,Yes,,11159262
2024-12-14,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,,"CAPITAL ONE, NATIONAL ASSOCIATION - GREENWOOD DELAWARE BRANCH",GA,30318,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11158709
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,77479,,Consent not provided,Web,2024-12-23,Closed with explanation,Yes,,11157800
2024-12-14,Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,"XX/XX/year> XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, Illinois, XXXX Dear Experian, This letter is being sent to you in response to a recent charge of {$600.00} that was made on my credit report that I do not recognize. 
Be advised this is not a refusal to pay, but a notice sent pursuant to the Fair Debt Collection Practices Act, 15 USC 1692g stating your claim is disputed and validation is requested.

This is NOT a request for "" verification '' or proof of my mailing address, but a request for VALIDATION made pursuant to the above-named Title and Section. I respectfully request your offices provide me with competent evidence that I have any legal obligation to pay you. 
At this time, I will also inform you that if your offices have reported invalidated information to any of the 3 major credit bureaus ( XXXX, Experian or XXXX ) this action may constitute fraud under both Federal and State Laws. Due to this fact, if any negative mark is found on any of my credit reports by your company or the company that you represent, I will not hesitate in bringing legal action against you and your client for the following : Violation of the Fair Credit Reporting Act, Violation of the Fair Debt Collection Practices Act, and Defamation of Character. 
If your offices are able to provide the proper documentation as requested in the following Declaration, I will require at least 30 days to investigate this information, during which time all collection activity must cease and desist. Also, during this validation period, if any action is taken which could be considered detrimental to any of my credit reports, I will consult with my legal counsel for suit. This includes any listing of any information to a credit reporting repository that could be inaccurate or If your office fails to respond to this validation request within 30 days from the date of your receipt, all references to this account must be deleted and completely removed from my credit file and a copy of such deletion request shall be sent to me immediately.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,604XX,,Consent provided,Web,2024-12-23,Closed with explanation,Yes,,11157578
2024-12-14,Credit card,General-purpose credit card or charge card,Struggling to pay your bill,Credit card company won't work with you while you're going through financial hardship,"Reached out a couple times trying to get assistance as my health has declined and I'm trying to focus on my health and XXXX. 

Tried to call BofA again for assistance but their automated system will not recognize or accommodate for XXXX. I was driving and it kept asking me to input information in rather than transfer to a live agent and they look up the information. 

Texting while driving is dangerous. 
An automated system that hangs up on a customer rather than allowing all but especially XXXX veterans to speak with a live person also worsen my XXXX. 

I am one person they have over XXXX employees my health isnt great it takes me a long time which is why I have had to submit so many complaints and I have yet to receive any assistance from any of them I'm hoping since I did work on the XXXX high risk team and was an excellent employee perhaps BofA will assist me consolidate my debt and grow my businesses. 
XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BANK OF AMERICA, NATIONAL ASSOCIATION",IL,60611,Servicemember,Consent provided,Web,2024-12-14,Closed with explanation,Yes,,11156832
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Unable to get your credit report or credit score,Problem getting your free annual credit report,,,LEXISNEXIS,TX,76137,,Consent not provided,Web,2025-03-13,Closed with explanation,Yes,,11154968
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,,"EQUIFAX, INC.",TX,77531,Servicemember,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11156313
2024-12-14,Student loan,Federal student loan servicing,Dealing with your lender or servicer,Trouble with how payments are being handled,,,EdFinancial Services,AR,723XX,"Older American, Servicemember",,Web,2025-03-06,Closed with explanation,Yes,,11154314
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",TX,77498,,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11140885
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,"EQUIFAX, INC.",KY,42266,Servicemember,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11158967
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,75454,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11157719
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,60617,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11148866
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, FL XXXX XXXX XXXX XX/XX/2024 Experian XXXX XXXX XXXX XXXX, TX XXXX Subject : Dispute of Late Payment Account Dear Experian, I am writing to formally dispute a late payment entry on my credit report that I believe to be inaccurate. This entry is associated with XXXX XXXX Account # ( XXXX ), and it does not accurately reflect my payment history. 

The reporting of this late payment violates several provisions of the Fair Credit Reporting Act, specifically : 1. **15 USC 1666 ( b ) ** : This section requires that creditors provide accurate information regarding the payment history of consumers. The late payment reported on my account does not align with my records and is not a true reflection of my payment behaviors.

2. **15 USC 1637 ( a ) ** : This provision mandates that creditors must provide clear and accurate disclosures regarding the terms of credit, including payment schedules. I believe that the late payment reported is not compliant with these requirements, as it misrepresents my payment history.

I kindly request that you investigate this matter and review the evidence I have enclosed to support my dispute. I believe that upon review, the inaccurate late payment will be removed from my credit report. 

Please direct all communications regarding this dispute to my address provided above. I appreciate your prompt attention to this matter and look forward to your response within the time frame specified by law. 

Thank you for your assistance. 

Sincerely, XXXX XXXX XXXX XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,34787,,Consent provided,Web,2024-12-14,Closed with explanation,Yes,,11156535
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,77531,Servicemember,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11157919
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"EQUIFAX, INC.",NY,10457,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11156340
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,33579,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11158143
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,"[ XXXX XXXX XXXX XXXX ] [ XXXX XXXX XXXX ] [ XXXX, NY, XXXX ] [ XXXX ] [ XXXX ] [ XX/XX/XXXX ] Consumer Financial Protection Bureau ( CFPB ) XXXX XXXX XXXX, IA XXXX Subject : Complaint Regarding Violations of the Fair Credit Reporting Act ( FCRA ) by Experian Dear CFPB, I am submitting this formal complaint against Experian for its failure to comply with the Fair Credit Reporting Act ( FCRA ) during the dispute process for inaccurate information reported on my credit report. Below, I have detailed the specific violations and my concerns regarding Experians handling of my dispute concerning the account with XXXX XXXXXXXX XXXX ( Account # XXXX ). 

On [ XX/XX/XXXX ], I filed a dispute with Experian regarding inaccuracies in the reporting of the above-referenced account. I waited over 35 days for a resolution, only to receive a response claiming the information was accurate, without proper investigation or correction of the errors I identified.

Failure to Conduct a Reasonable Investigation ( 15 U.S.C. 1681i ( a ) ( 1 ) ( A ) ) : Experian is required to conduct a reasonable investigation of disputes. Despite providing detailed evidence to demonstrate inaccuracies in the accounts payment history, balance, and status updates, Experian failed to reasonably investigate or address the errors. The ongoing reporting of incorrect information indicates negligence in fulfilling this obligation.

Failure to Provide Results of the Investigation ( 15 U.S.C. 1681i ( a ) ( 6 ) ) :
Experians response to my dispute did not include the necessary details regarding their investigation. They failed to explain how the disputed information was verified as accurate or provide supporting evidence from the furnisher XXXX XXXX XXXX XXXX XXXX 

Failure to Correct or Delete Inaccurate Information ( 15 U.S.C. 1681i ( a ) ( 5 ) ) : The investigation results did not lead to the correction or deletion of the following inaccuracies : Payment history inaccurately shows delinquent activity in XXXX, despite the account being charged off in XX/XX/XXXX. 

Balance updates as recent as XX/XX/XXXX suggest re-aging of the debt, a practice prohibited under the FCRA. 

Discrepancies in the reported balance ( {$520.00} ), past due amount ( {$520.00} ), and highest balance ( {$580.00} ).

Failure to Consider Consumer-Provided Evidence ( 15 U.S.C. 1681i ( a ) ( 2 ) ( B ) ) : I provided supporting documentation highlighting these inaccuracies, which Experian appears to have ignored during their investigation. This failure to consider or forward relevant information to the furnisher violates the FCRA. 
Continuing to Report Disputed Information Without Proper Verification ( 15 U.S.C. 1681s-2 ( b ) ) : Experian continues to report inaccurate information despite its failure to properly verify the validity of the disputed account details. This practice further undermines the reliability of the credit reporting process.

I request the CFPBs assistance in ensuring Experian complies with its legal obligations under the FCRA. Specifically, I ask that Experian : Conduct a thorough and reasonable investigation into my dispute. 

Provide a detailed explanation of the steps taken to verify the disputed information and include supporting documentation from XXXX XXXX XXXX 

Correct or delete all inaccurate or unverifiable information related to the disputed account. 

Implement measures to prevent future violations and ensure compliance with the FCRA.

Thank you for your attention to this matter. I trust the CFPB will investigate Experians actions and ensure they fulfill their obligations under the law. Please feel free to contact me if additional information or documentation is required. 

Sincerely, [ XXXX XXXX XXXX XXXX ] [ XXXX XXXX XXXX ] [ XX/XX/XXXX ] [ XXXX ]",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NY,14215,,Consent provided,Web,2024-12-14,Closed with explanation,Yes,,11156628
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,60615,Servicemember,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11158622
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,KY,42266,Servicemember,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11159055
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,VA,23234,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11154832
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Public record information inaccurate,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,60617,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11149018
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",KY,42266,Servicemember,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11154059
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",CA,91342,,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11153361
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,,"EQUIFAX, INC.",TX,77531,Servicemember,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11156227
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,,"EQUIFAX, INC.",NE,68164,,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11155423
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Unable to get your credit report or credit score,Other problem getting your report or credit score,"In summary, my Experian 's XXXX FICO Model 8 score is XXXX points lower than XXXX XXXX XXXX ( currently ) and XXXX XXXX XXXX ( currently ). Even my XXXX XXXX is XXXX ( currently ), which uses the FICO Model 9 score. This is absolutely absurd! There is no rationale that can explain this big of a gap between bureaus, when they have the same accounts. 

I have reached out to Experian on 3 different occasions and sent XXXX XXXX Certified letters to XXXX XXXX XXXX, Experian CEO, with no response. I have attached two of those letters.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,XXXXX,"Older American, Servicemember",Consent provided,Web,2024-12-14,Closed with explanation,Yes,,11156579
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",IL,60617,,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11143661
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,33190,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11159047
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,10452,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11143366
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,IL,60419,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11156717
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,FL,33334,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11159438
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,GA,30040,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11159443
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,CA,94550,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11154815
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,,"FactorTrust, Inc.",IL,60148,,Consent not provided,Web,2024-12-18,Closed with explanation,Yes,,11154320
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,NY,11735,,Consent not provided,Web,2024-12-14,Closed with explanation,Yes,,11154688
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,,Resurgent Capital Services L.P.,FL,33705,,Consent not provided,Web,2024-12-18,Closed with explanation,Yes,,11148393
2024-12-14,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",TX,77531,Servicemember,Consent not provided,Web,2024-12-14,Closed with non-monetary relief,Yes,,11153838
